customer_id,age,income_band,customer_segment,occupation,city,kyc_risk_rating,amount,category,channel,premium_amount,product_type,income_score,age_bucket,age_income_interaction,premium_to_income_ratio,age_premium_interaction,wealth_segment
17446,32,Medium,Affluent,Chiropractor,Meru,Medium,42901,School Fees,Branch,8207,Education,2,YoungAdult,64,2735.6666666666665,262624,MatureLowIncome
17447,51,Low,Mass,Management consultant,Thika,High,15996,School Fees,App,5099,Motor,1,Senior,51,2549.5,260049,MatureLowIncome
17448,23,High,Mass,Systems developer,Mombasa,Medium,169738,Bills,Internet Banking,1834,Life,3,Youth,69,458.5,42182,YoungHighIncome
17449,34,Low,Mass,Chief Strategy Officer,Nairobi,High,167532,Travel,USSD,2428,Travel,1,YoungAdult,34,1214.0,82552,YoungLowIncome
17450,65,Medium,SME,Production engineer,Mombasa,Medium,212453,School Fees,Branch,3918,Education,2,Elderly,130,1306.0,254670,MatureLowIncome
17451,66,Medium,Mass,"Engineer, water",Kisumu,Medium,179339,Electronics,USSD,2178,Gadget,2,Elderly,132,726.0,143748,MatureLowIncome
17452,74,High,Affluent,Industrial buyer,Nairobi,Low,270844,Electronics,Internet Banking,13475,Gadget,3,Elderly,222,3368.75,997150,MatureHighIncome
17453,37,Low,Affluent,Child psychotherapist,Eldoret,Medium,86070,School Fees,Internet Banking,7889,Travel,1,MiddleAge,37,3944.5,291893,MatureLowIncome
17454,26,High,Affluent,Retail merchandiser,Naivasha,Low,9876,Travel,USSD,8829,Travel,3,YoungAdult,78,2207.25,229554,YoungHighIncome
17455,76,High,Affluent,Physiotherapist,Meru,High,284962,Travel,Internet Banking,3089,Travel,3,Elderly,228,772.25,234764,MatureHighIncome
17456,22,High,Mass,"Surveyor, commercial/residential",Thika,Low,208462,Groceries,Internet Banking,14677,Life,3,Youth,66,3669.25,322894,YoungHighIncome
17457,40,Medium,Affluent,Counselling psychologist,Machakos,Low,247384,Groceries,App,10361,Medical,2,MiddleAge,80,3453.6666666666665,414440,MatureLowIncome
17458,50,Low,SME,Camera operator,Mombasa,Low,264794,Travel,Internet Banking,6354,Travel,1,Senior,50,3177.0,317700,MatureLowIncome
17459,55,Medium,SME,Chief of Staff,Eldoret,Medium,63661,Electronics,App,8412,Gadget,2,Senior,110,2804.0,462660,MatureLowIncome
17460,73,Medium,Mass,Financial planner,Meru,Medium,77310,Electronics,Branch,9759,Gadget,2,Elderly,146,3253.0,712407,MatureLowIncome
17461,31,Medium,SME,"Geneticist, molecular",Naivasha,High,190179,School Fees,App,4941,Education,2,YoungAdult,62,1647.0,153171,MatureLowIncome
17462,34,Low,SME,Clinical research associate,Naivasha,High,140448,Electronics,USSD,1281,Gadget,1,YoungAdult,34,640.5,43554,YoungLowIncome
17463,74,Medium,Mass,Psychiatric nurse,Kisumu,High,252834,Travel,App,14214,Travel,2,Elderly,148,4738.0,1051836,MatureLowIncome
17464,36,Medium,Mass,"Production assistant, television",Kisumu,High,208867,Groceries,App,3677,Motor,2,MiddleAge,72,1225.6666666666667,132372,MatureLowIncome
17465,50,Medium,Affluent,Retail manager,Mombasa,High,18614,Travel,Internet Banking,3034,Travel,2,Senior,100,1011.3333333333334,151700,MatureLowIncome
17466,18,Low,Affluent,"Accountant, chartered management",Meru,High,185177,Bills,USSD,11558,Motor,1,Youth,18,5779.0,208044,YoungLowIncome
17467,30,Low,Mass,"Biochemist, clinical",Nakuru,Medium,253172,Bills,Branch,10054,Motor,1,YoungAdult,30,5027.0,301620,YoungLowIncome
17468,63,High,SME,Counsellor,Meru,Medium,171256,Bills,App,3552,Medical,3,Senior,189,888.0,223776,MatureHighIncome
17469,44,Medium,Mass,Accounting technician,Nakuru,Medium,58291,Bills,USSD,9923,Life,2,MiddleAge,88,3307.6666666666665,436612,MatureLowIncome
17470,23,Medium,Affluent,Claims inspector/assessor,Machakos,Medium,87412,Groceries,App,4152,Gadget,2,Youth,46,1384.0,95496,MatureLowIncome
17471,76,Low,Mass,"Engineer, manufacturing systems",Nairobi,High,71135,School Fees,App,1954,Education,1,Elderly,76,977.0,148504,MatureLowIncome
17472,23,Low,Mass,"Editor, commissioning",Nairobi,Low,283633,School Fees,Internet Banking,14476,Education,1,Youth,23,7238.0,332948,YoungLowIncome
17473,50,Medium,SME,"Conservator, museum/gallery",Thika,Medium,94625,Electronics,Internet Banking,8493,Travel,2,Senior,100,2831.0,424650,MatureLowIncome
17474,47,High,Mass,Equality and diversity officer,Thika,Medium,11909,Bills,Internet Banking,14502,Life,3,MiddleAge,141,3625.5,681594,MatureHighIncome
17475,63,High,Affluent,Publishing copy,Naivasha,High,32843,Bills,Branch,1181,Medical,3,Senior,189,295.25,74403,MatureHighIncome
17476,52,Medium,Mass,"Scientist, water quality",Naivasha,High,132310,Electronics,Internet Banking,4696,Gadget,2,Senior,104,1565.3333333333333,244192,MatureLowIncome
17477,40,High,SME,Secondary school teacher,Nyeri,Medium,284251,Travel,Branch,6786,Travel,3,MiddleAge,120,1696.5,271440,MatureHighIncome
17478,27,High,Mass,"Lecturer, higher education",Kisumu,High,135333,Bills,Internet Banking,13285,Life,3,YoungAdult,81,3321.25,358695,YoungHighIncome
17479,68,Medium,SME,Garment/textile technologist,Meru,High,101446,Groceries,App,2868,Medical,2,Elderly,136,956.0,195024,MatureLowIncome
17480,36,High,Mass,Medical illustrator,Meru,High,127603,Electronics,App,13374,Medical,3,MiddleAge,108,3343.5,481464,MatureHighIncome
17481,68,Low,SME,Intelligence analyst,Kisumu,High,268655,School Fees,App,7010,Medical,1,Elderly,68,3505.0,476680,MatureLowIncome
17482,45,Medium,Mass,Food technologist,Naivasha,High,101549,Groceries,USSD,4650,Motor,2,MiddleAge,90,1550.0,209250,MatureLowIncome
17483,40,Low,Mass,"Physicist, medical",Nakuru,Medium,94550,Groceries,USSD,8782,Medical,1,MiddleAge,40,4391.0,351280,MatureLowIncome
17484,21,Medium,Mass,Prison officer,Thika,High,86095,Bills,Internet Banking,14267,Motor,2,Youth,42,4755.666666666667,299607,MatureLowIncome
17485,37,Low,Mass,"Journalist, newspaper",Thika,Low,264253,Electronics,App,1157,Education,1,MiddleAge,37,578.5,42809,MatureLowIncome
17486,36,High,Mass,"Psychologist, forensic",Eldoret,Low,170175,School Fees,Internet Banking,7032,Education,3,MiddleAge,108,1758.0,253152,MatureHighIncome
17487,59,Low,Affluent,Mudlogger,Thika,High,103291,School Fees,Branch,6243,Life,1,Senior,59,3121.5,368337,MatureLowIncome
17488,44,Low,Affluent,"Psychologist, clinical",Naivasha,Low,20824,Travel,App,12199,Travel,1,MiddleAge,44,6099.5,536756,MatureLowIncome
17489,74,Low,Mass,Chiropractor,Mombasa,Low,261058,Electronics,USSD,13217,Gadget,1,Elderly,74,6608.5,978058,MatureLowIncome
17490,51,Low,SME,Transport planner,Naivasha,High,295430,Groceries,Internet Banking,5619,Motor,1,Senior,51,2809.5,286569,MatureLowIncome
17491,21,Low,SME,"Psychologist, forensic",Naivasha,Medium,87180,Bills,USSD,2223,Motor,1,Youth,21,1111.5,46683,YoungLowIncome
17492,73,Medium,Affluent,Occupational hygienist,Naivasha,Medium,205383,Groceries,Internet Banking,6225,Medical,2,Elderly,146,2075.0,454425,MatureLowIncome
17493,55,Low,Affluent,Trading standards officer,Nyeri,Medium,189120,Electronics,Branch,11660,Gadget,1,Senior,55,5830.0,641300,MatureLowIncome
17494,79,Low,Affluent,Outdoor activities/education manager,Eldoret,High,58321,Travel,Internet Banking,11759,Medical,1,Elderly,79,5879.5,928961,MatureLowIncome
17495,24,Medium,SME,Osteopath,Kisumu,Low,286130,School Fees,Branch,5828,Education,2,Youth,48,1942.6666666666667,139872,MatureLowIncome
17496,65,Medium,Affluent,"Programmer, multimedia",Eldoret,Medium,92067,Bills,USSD,3106,Motor,2,Elderly,130,1035.3333333333333,201890,MatureLowIncome
17497,78,High,Affluent,Marine scientist,Nairobi,Low,30989,School Fees,Internet Banking,2635,Education,3,Elderly,234,658.75,205530,MatureHighIncome
17498,24,Low,Affluent,"Journalist, newspaper",Eldoret,High,70351,Travel,App,14317,Travel,1,Youth,24,7158.5,343608,YoungLowIncome
17499,67,Low,Mass,Retail manager,Kisumu,Medium,139595,Groceries,Internet Banking,6234,Medical,1,Elderly,67,3117.0,417678,MatureLowIncome
17500,69,High,Mass,Geophysicist/field seismologist,Naivasha,Medium,120769,School Fees,Branch,3916,Medical,3,Elderly,207,979.0,270204,MatureHighIncome
17501,43,Low,Affluent,Estate agent,Nakuru,Low,233572,Electronics,Internet Banking,2487,Gadget,1,MiddleAge,43,1243.5,106941,MatureLowIncome
17502,43,High,SME,"Scientist, water quality",Thika,Low,284203,Electronics,App,3175,Gadget,3,MiddleAge,129,793.75,136525,MatureHighIncome
17503,71,Medium,Mass,Mechanical engineer,Thika,Medium,132616,Travel,Branch,7361,Travel,2,Elderly,142,2453.6666666666665,522631,MatureLowIncome
17504,36,Low,Affluent,Proofreader,Nakuru,Medium,148859,School Fees,Branch,10842,Education,1,MiddleAge,36,5421.0,390312,MatureLowIncome
17505,26,Low,Mass,"Development worker, international aid",Nairobi,Low,36153,Groceries,Internet Banking,1777,Medical,1,YoungAdult,26,888.5,46202,YoungLowIncome
17506,78,Medium,SME,Communications engineer,Kisumu,Low,165988,Bills,Internet Banking,10041,Travel,2,Elderly,156,3347.0,783198,MatureLowIncome
17507,37,Low,Affluent,Contracting civil engineer,Kisumu,High,229735,Bills,Branch,1233,Motor,1,MiddleAge,37,616.5,45621,MatureLowIncome
17508,59,Medium,Affluent,Veterinary surgeon,Thika,Medium,209104,Groceries,Branch,6201,Medical,2,Senior,118,2067.0,365859,MatureLowIncome
17509,62,Medium,Mass,Chief Executive Officer,Nyeri,Low,51255,School Fees,USSD,4746,Gadget,2,Senior,124,1582.0,294252,MatureLowIncome
17510,67,High,Affluent,Textile designer,Machakos,Low,195828,Bills,USSD,2116,Motor,3,Elderly,201,529.0,141772,MatureHighIncome
17511,33,Medium,Mass,Site engineer,Mombasa,Low,182573,Travel,Branch,2667,Travel,2,YoungAdult,66,889.0,88011,MatureLowIncome
17512,71,High,SME,Marketing executive,Thika,Medium,122452,Bills,Branch,11007,Medical,3,Elderly,213,2751.75,781497,MatureHighIncome
17513,34,Medium,Mass,"Psychologist, counselling",Naivasha,Low,151988,Bills,USSD,4154,Medical,2,YoungAdult,68,1384.6666666666667,141236,MatureLowIncome
17514,39,High,Affluent,"Scientist, physiological",Kisumu,Medium,171227,Bills,Branch,3182,Life,3,MiddleAge,117,795.5,124098,MatureHighIncome
17515,30,High,SME,Fitness centre manager,Nairobi,High,290006,Travel,App,3621,Travel,3,YoungAdult,90,905.25,108630,YoungHighIncome
17516,29,High,SME,General practice doctor,Mombasa,Medium,93431,Electronics,App,11816,Gadget,3,YoungAdult,87,2954.0,342664,YoungHighIncome
17517,27,High,SME,IT trainer,Eldoret,Low,289456,Travel,App,2822,Travel,3,YoungAdult,81,705.5,76194,YoungHighIncome
17518,18,Low,Mass,Media planner,Nairobi,High,276267,Travel,Branch,11549,Travel,1,Youth,18,5774.5,207882,YoungLowIncome
17519,49,Medium,SME,Banker,Nakuru,Low,271711,Electronics,Branch,1592,Gadget,2,MiddleAge,98,530.6666666666666,78008,MatureLowIncome
17520,47,Medium,Affluent,Diagnostic radiographer,Thika,Medium,212150,School Fees,App,14640,Education,2,MiddleAge,94,4880.0,688080,MatureLowIncome
17521,25,Medium,SME,Mudlogger,Nairobi,High,177052,Groceries,App,14233,Motor,2,YoungAdult,50,4744.333333333333,355825,MatureLowIncome
17522,38,Medium,SME,Radio broadcast assistant,Thika,High,4893,Travel,App,4646,Travel,2,MiddleAge,76,1548.6666666666667,176548,MatureLowIncome
17523,39,High,Mass,"Engineer, civil (contracting)",Machakos,Medium,69148,Travel,USSD,9287,Travel,3,MiddleAge,117,2321.75,362193,MatureHighIncome
17524,35,Low,Mass,Aeronautical engineer,Nairobi,High,145829,Groceries,App,8367,Travel,1,MiddleAge,35,4183.5,292845,MatureLowIncome
17525,19,Medium,Affluent,Sports administrator,Machakos,Medium,288646,Travel,Internet Banking,12796,Travel,2,Youth,38,4265.333333333333,243124,MatureLowIncome
17526,65,Medium,Affluent,Passenger transport manager,Machakos,High,74789,Groceries,Internet Banking,11811,Medical,2,Elderly,130,3937.0,767715,MatureLowIncome
17527,61,Medium,Mass,Prison officer,Mombasa,Low,86187,Bills,Internet Banking,14267,Medical,2,Senior,122,4755.666666666667,870287,MatureLowIncome
17528,26,High,SME,"Clinical scientist, histocompatibility and immunogenetics",Kisumu,High,97131,Travel,USSD,11853,Travel,3,YoungAdult,78,2963.25,308178,YoungHighIncome
17529,20,Medium,Mass,Special effects artist,Thika,Medium,189511,Bills,App,5003,Medical,2,Youth,40,1667.6666666666667,100060,MatureLowIncome
17530,71,Medium,Mass,Retail banker,Machakos,High,47946,Travel,App,10627,Travel,2,Elderly,142,3542.3333333333335,754517,MatureLowIncome
17531,43,Low,Mass,Chartered loss adjuster,Eldoret,Medium,238369,Bills,USSD,4841,Life,1,MiddleAge,43,2420.5,208163,MatureLowIncome
17532,38,High,Affluent,Warden/ranger,Meru,Medium,238554,Electronics,Branch,3631,Gadget,3,MiddleAge,114,907.75,137978,MatureHighIncome
17533,47,Low,Affluent,Risk manager,Nakuru,Low,242119,Electronics,USSD,2549,Gadget,1,MiddleAge,47,1274.5,119803,MatureLowIncome
17534,45,Medium,Affluent,Engineering geologist,Nakuru,Medium,53304,Groceries,App,9100,Motor,2,MiddleAge,90,3033.3333333333335,409500,MatureLowIncome
17535,53,High,Affluent,"Psychologist, counselling",Machakos,Medium,200636,Travel,Branch,8938,Travel,3,Senior,159,2234.5,473714,MatureHighIncome
17536,43,Medium,SME,Data processing manager,Eldoret,Medium,207685,Travel,Branch,1707,Travel,2,MiddleAge,86,569.0,73401,MatureLowIncome
17537,51,Medium,Affluent,Speech and language therapist,Machakos,Medium,91009,Bills,Internet Banking,14563,Travel,2,Senior,102,4854.333333333333,742713,MatureLowIncome
17538,25,High,Affluent,"Designer, exhibition/display",Nairobi,Low,61406,Groceries,Internet Banking,14475,Life,3,YoungAdult,75,3618.75,361875,YoungHighIncome
17539,27,Low,SME,Interpreter,Nyeri,Low,92160,Travel,Branch,9382,Travel,1,YoungAdult,27,4691.0,253314,YoungLowIncome
17540,65,High,SME,Fashion designer,Eldoret,High,287766,Groceries,App,12706,Medical,3,Elderly,195,3176.5,825890,MatureHighIncome
17541,72,High,Mass,"Radiographer, therapeutic",Machakos,High,221369,Travel,Internet Banking,8367,Education,3,Elderly,216,2091.75,602424,MatureHighIncome
17542,60,Low,SME,Financial trader,Machakos,Low,98166,School Fees,USSD,5135,Education,1,Senior,60,2567.5,308100,MatureLowIncome
17543,67,High,SME,"Engineer, structural",Naivasha,Low,263603,Travel,Internet Banking,12752,Travel,3,Elderly,201,3188.0,854384,MatureHighIncome
17544,71,Low,Affluent,Comptroller,Kisumu,High,162535,Electronics,Branch,13015,Gadget,1,Elderly,71,6507.5,924065,MatureLowIncome
17545,31,Low,Affluent,Primary school teacher,Nyeri,Medium,266137,Travel,App,2124,Travel,1,YoungAdult,31,1062.0,65844,YoungLowIncome
17546,57,High,Affluent,Agricultural consultant,Nyeri,Low,232969,Groceries,Internet Banking,8502,Medical,3,Senior,171,2125.5,484614,MatureHighIncome
17547,72,High,Affluent,Estate manager/land agent,Naivasha,High,114309,Groceries,Branch,10167,Education,3,Elderly,216,2541.75,732024,MatureHighIncome
17548,32,Low,SME,Theatre manager,Kisumu,High,223106,School Fees,USSD,5781,Education,1,YoungAdult,32,2890.5,184992,YoungLowIncome
17549,34,Low,Affluent,"Designer, blown glass/stained glass",Thika,High,41606,Electronics,Branch,13328,Life,1,YoungAdult,34,6664.0,453152,YoungLowIncome
17550,70,Low,Affluent,Nature conservation officer,Meru,Low,180462,Bills,Internet Banking,2037,Medical,1,Elderly,70,1018.5,142590,MatureLowIncome
17551,35,Low,Mass,Stage manager,Machakos,High,158430,Travel,USSD,1110,Travel,1,MiddleAge,35,555.0,38850,MatureLowIncome
17552,49,Low,SME,Private music teacher,Nakuru,Low,188841,Travel,Branch,10262,Travel,1,MiddleAge,49,5131.0,502838,MatureLowIncome
17553,55,High,SME,"Designer, exhibition/display",Eldoret,Low,76121,Bills,Branch,14207,Life,3,Senior,165,3551.75,781385,MatureHighIncome
17554,40,Medium,SME,Civil Service administrator,Nakuru,High,40207,School Fees,USSD,2754,Travel,2,MiddleAge,80,918.0,110160,MatureLowIncome
17555,79,High,Mass,Sports therapist,Thika,Medium,277646,School Fees,App,917,Education,3,Elderly,237,229.25,72443,MatureHighIncome
17556,63,Medium,SME,Insurance claims handler,Machakos,Medium,148358,Travel,Branch,13249,Travel,2,Senior,126,4416.333333333333,834687,MatureLowIncome
17557,40,Low,SME,"Psychologist, educational",Thika,Low,225009,Electronics,Branch,10497,Gadget,1,MiddleAge,40,5248.5,419880,MatureLowIncome
17558,52,High,Affluent,Medical technical officer,Eldoret,Medium,51906,Travel,Branch,8834,Life,3,Senior,156,2208.5,459368,MatureHighIncome
17559,56,Medium,SME,Agricultural engineer,Meru,Medium,296897,Groceries,App,11586,Medical,2,Senior,112,3862.0,648816,MatureLowIncome
17560,32,Low,Affluent,Armed forces operational officer,Naivasha,High,10552,Bills,USSD,6748,Education,1,YoungAdult,32,3374.0,215936,YoungLowIncome
17561,70,High,Mass,Accounting technician,Nyeri,Medium,185492,Electronics,Branch,14848,Gadget,3,Elderly,210,3712.0,1039360,MatureHighIncome
17562,41,Medium,Affluent,Television camera operator,Kisumu,High,76710,Electronics,App,10813,Gadget,2,MiddleAge,82,3604.3333333333335,443333,MatureLowIncome
17563,45,High,Mass,Equities trader,Nyeri,Medium,172856,School Fees,USSD,9743,Education,3,MiddleAge,135,2435.75,438435,MatureHighIncome
17564,33,Medium,Mass,Camera operator,Mombasa,Low,222394,Groceries,Branch,7000,Life,2,YoungAdult,66,2333.3333333333335,231000,MatureLowIncome
17565,33,High,Mass,Clinical research associate,Eldoret,Medium,3181,School Fees,App,11112,Motor,3,YoungAdult,99,2778.0,366696,YoungHighIncome
17566,57,High,Affluent,Medical physicist,Eldoret,High,24351,Travel,App,7581,Travel,3,Senior,171,1895.25,432117,MatureHighIncome
17567,56,Medium,Mass,Chartered accountant,Thika,High,114659,Groceries,Internet Banking,7228,Medical,2,Senior,112,2409.3333333333335,404768,MatureLowIncome
17568,23,High,Affluent,Database administrator,Nairobi,Medium,103580,Travel,Internet Banking,10262,Travel,3,Youth,69,2565.5,236026,YoungHighIncome
17569,19,High,Affluent,Insurance account manager,Eldoret,Low,256128,Travel,App,2850,Travel,3,Youth,57,712.5,54150,YoungHighIncome
17570,71,Low,Affluent,Geoscientist,Naivasha,Low,133798,Travel,USSD,605,Travel,1,Elderly,71,302.5,42955,MatureLowIncome
17571,30,Medium,Mass,"Radiographer, diagnostic",Meru,Low,200146,School Fees,USSD,2656,Education,2,YoungAdult,60,885.3333333333334,79680,MatureLowIncome
17572,61,High,Affluent,Clinical molecular geneticist,Kisumu,Low,178383,School Fees,Branch,7748,Motor,3,Senior,183,1937.0,472628,MatureHighIncome
17573,64,Medium,Affluent,"Horticulturist, amenity",Naivasha,Low,273626,Bills,Internet Banking,1705,Medical,2,Senior,128,568.3333333333334,109120,MatureLowIncome
17574,76,High,Mass,"Accountant, chartered public finance",Naivasha,Medium,94180,Groceries,Internet Banking,12713,Life,3,Elderly,228,3178.25,966188,MatureHighIncome
17575,26,Medium,Affluent,Secretary/administrator,Naivasha,Low,149961,Electronics,App,6143,Gadget,2,YoungAdult,52,2047.6666666666667,159718,MatureLowIncome
17576,51,Medium,Mass,Emergency planning/management officer,Nakuru,Medium,162295,School Fees,App,1090,Education,2,Senior,102,363.3333333333333,55590,MatureLowIncome
17577,34,Low,Mass,"Horticulturist, commercial",Kisumu,Low,99370,School Fees,USSD,10488,Travel,1,YoungAdult,34,5244.0,356592,YoungLowIncome
17578,44,Low,Mass,Community arts worker,Nairobi,High,183167,Groceries,USSD,9204,Life,1,MiddleAge,44,4602.0,404976,MatureLowIncome
17579,46,Medium,Affluent,Warden/ranger,Thika,High,280677,Travel,USSD,10821,Gadget,2,MiddleAge,92,3607.0,497766,MatureLowIncome
17580,54,High,Affluent,Psychiatrist,Nakuru,High,200104,Bills,Branch,14544,Travel,3,Senior,162,3636.0,785376,MatureHighIncome
17581,60,Medium,SME,Press photographer,Machakos,Low,159959,Groceries,USSD,8466,Motor,2,Senior,120,2822.0,507960,MatureLowIncome
17582,39,High,SME,"Teacher, adult education",Thika,Medium,266474,Travel,Branch,13867,Gadget,3,MiddleAge,117,3466.75,540813,MatureHighIncome
17583,68,Medium,SME,Museum/gallery exhibitions officer,Thika,High,190187,Travel,USSD,6613,Travel,2,Elderly,136,2204.3333333333335,449684,MatureLowIncome
17584,41,Low,Mass,Web designer,Machakos,Medium,200915,School Fees,Branch,1661,Life,1,MiddleAge,41,830.5,68101,MatureLowIncome
17585,24,Low,SME,Tourist information centre manager,Eldoret,Medium,7359,Travel,Branch,5606,Gadget,1,Youth,24,2803.0,134544,YoungLowIncome
17586,51,High,Affluent,Diagnostic radiographer,Machakos,High,153611,Electronics,Internet Banking,10294,Gadget,3,Senior,153,2573.5,524994,MatureHighIncome
17587,65,Medium,Mass,"Designer, graphic",Nairobi,Low,77308,Travel,USSD,5042,Travel,2,Elderly,130,1680.6666666666667,327730,MatureLowIncome
17588,29,High,Mass,"Psychologist, counselling",Nyeri,High,136995,Bills,Branch,1932,Life,3,YoungAdult,87,483.0,56028,YoungHighIncome
17589,40,Low,Affluent,Meteorologist,Mombasa,High,74705,School Fees,App,13561,Education,1,MiddleAge,40,6780.5,542440,MatureLowIncome
17590,32,Medium,SME,Advertising account executive,Machakos,Medium,208634,Bills,App,674,Travel,2,YoungAdult,64,224.66666666666666,21568,MatureLowIncome
17591,50,Low,SME,"Accountant, chartered public finance",Nairobi,Low,152606,Groceries,Branch,7338,Medical,1,Senior,50,3669.0,366900,MatureLowIncome
17592,74,Low,Affluent,Air cabin crew,Eldoret,High,8444,Groceries,USSD,4348,Medical,1,Elderly,74,2174.0,321752,MatureLowIncome
17593,30,Medium,Affluent,"Designer, exhibition/display",Eldoret,Medium,99012,School Fees,USSD,5120,Education,2,YoungAdult,60,1706.6666666666667,153600,MatureLowIncome
17594,40,High,SME,Solicitor,Mombasa,Low,75930,Groceries,USSD,11691,Life,3,MiddleAge,120,2922.75,467640,MatureHighIncome
17595,55,Medium,Affluent,"Designer, interior/spatial",Mombasa,High,59643,Groceries,Branch,2525,Motor,2,Senior,110,841.6666666666666,138875,MatureLowIncome
17596,49,Low,SME,Chartered certified accountant,Nairobi,Low,100218,Bills,Internet Banking,12707,Motor,1,MiddleAge,49,6353.5,622643,MatureLowIncome
17597,62,Low,Affluent,Tourism officer,Nakuru,Medium,197927,School Fees,App,989,Education,1,Senior,62,494.5,61318,MatureLowIncome
17598,67,Low,SME,Technical sales engineer,Thika,Low,86723,School Fees,Internet Banking,4531,Medical,1,Elderly,67,2265.5,303577,MatureLowIncome
17599,52,Low,Affluent,Customer service manager,Kisumu,Low,116191,Electronics,USSD,3108,Gadget,1,Senior,52,1554.0,161616,MatureLowIncome
17600,18,High,Mass,Garment/textile technologist,Nyeri,High,197982,Travel,Internet Banking,12136,Travel,3,Youth,54,3034.0,218448,YoungHighIncome
17601,64,Medium,Mass,Dancer,Nakuru,Medium,126360,Bills,USSD,7563,Medical,2,Senior,128,2521.0,484032,MatureLowIncome
17602,75,Medium,Mass,Toxicologist,Machakos,Low,43978,Travel,Internet Banking,10179,Education,2,Elderly,150,3393.0,763425,MatureLowIncome
17603,62,High,Affluent,Personnel officer,Mombasa,Medium,274531,Groceries,App,780,Medical,3,Senior,186,195.0,48360,MatureHighIncome
17604,22,High,SME,Social researcher,Meru,Low,8234,Groceries,USSD,6921,Life,3,Youth,66,1730.25,152262,YoungHighIncome
17605,74,Low,SME,"Designer, exhibition/display",Nyeri,Medium,150038,School Fees,Internet Banking,14318,Education,1,Elderly,74,7159.0,1059532,MatureLowIncome
17606,30,Medium,SME,Dispensing optician,Thika,High,185395,Electronics,App,10434,Gadget,2,YoungAdult,60,3478.0,313020,MatureLowIncome
17607,71,Medium,Mass,"Engineer, broadcasting (operations)",Meru,Low,3647,School Fees,USSD,5922,Education,2,Elderly,142,1974.0,420462,MatureLowIncome
17608,22,Medium,Mass,"Engineer, control and instrumentation",Nairobi,Medium,260113,Groceries,USSD,3775,Medical,2,Youth,44,1258.3333333333333,83050,MatureLowIncome
17609,77,High,SME,Equality and diversity officer,Nakuru,Low,52763,Electronics,Branch,12556,Gadget,3,Elderly,231,3139.0,966812,MatureHighIncome
17610,49,Low,Affluent,Midwife,Naivasha,Low,68835,School Fees,App,2840,Education,1,MiddleAge,49,1420.0,139160,MatureLowIncome
17611,68,Low,Affluent,Outdoor activities/education manager,Nyeri,High,113221,Electronics,Branch,11573,Gadget,1,Elderly,68,5786.5,786964,MatureLowIncome
17612,38,Medium,SME,Animal nutritionist,Meru,High,15180,Electronics,App,10985,Gadget,2,MiddleAge,76,3661.6666666666665,417430,MatureLowIncome
17613,41,Low,SME,Communications engineer,Nairobi,Medium,1032,Groceries,USSD,14575,Medical,1,MiddleAge,41,7287.5,597575,MatureLowIncome
17614,77,High,Affluent,Ecologist,Nairobi,Low,250074,School Fees,USSD,14307,Gadget,3,Elderly,231,3576.75,1101639,MatureHighIncome
17615,35,High,SME,Operational researcher,Kisumu,High,147720,Bills,Internet Banking,2519,Education,3,MiddleAge,105,629.75,88165,MatureHighIncome
17616,38,Medium,Affluent,"Education officer, community",Thika,High,65982,Electronics,Branch,11077,Gadget,2,MiddleAge,76,3692.3333333333335,420926,MatureLowIncome
17617,71,Low,Affluent,Art gallery manager,Eldoret,Medium,178887,Electronics,Internet Banking,1867,Medical,1,Elderly,71,933.5,132557,MatureLowIncome
17618,27,High,Mass,Public affairs consultant,Eldoret,Medium,4928,Groceries,USSD,7406,Life,3,YoungAdult,81,1851.5,199962,YoungHighIncome
17619,41,High,Mass,"Producer, television/film/video",Meru,Low,279338,Electronics,App,3680,Gadget,3,MiddleAge,123,920.0,150880,MatureHighIncome
17620,57,High,Mass,Market researcher,Kisumu,High,290972,School Fees,Internet Banking,5158,Education,3,Senior,171,1289.5,294006,MatureHighIncome
17621,64,High,SME,Personal assistant,Eldoret,Low,164908,Bills,App,13717,Medical,3,Senior,192,3429.25,877888,MatureHighIncome
17622,38,Low,Affluent,Television production assistant,Naivasha,Medium,136821,Bills,Branch,10903,Motor,1,MiddleAge,38,5451.5,414314,MatureLowIncome
17623,42,High,SME,"Restaurant manager, fast food",Mombasa,Low,145519,Travel,USSD,10038,Motor,3,MiddleAge,126,2509.5,421596,MatureHighIncome
17624,69,High,SME,Community pharmacist,Naivasha,High,180790,Travel,Branch,9137,Travel,3,Elderly,207,2284.25,630453,MatureHighIncome
17625,77,Low,SME,Housing manager/officer,Nairobi,Low,165958,Electronics,App,3204,Gadget,1,Elderly,77,1602.0,246708,MatureLowIncome
17626,74,Medium,Affluent,Human resources officer,Naivasha,High,218211,Groceries,Internet Banking,14016,Medical,2,Elderly,148,4672.0,1037184,MatureLowIncome
17627,76,Medium,Mass,Animal nutritionist,Mombasa,Low,249934,Electronics,App,13654,Gadget,2,Elderly,152,4551.333333333333,1037704,MatureLowIncome
17628,40,High,Affluent,Product designer,Naivasha,Low,187011,Bills,Internet Banking,12700,Life,3,MiddleAge,120,3175.0,508000,MatureHighIncome
17629,39,Medium,Affluent,Industrial/product designer,Kisumu,Low,162853,Groceries,Branch,8915,Medical,2,MiddleAge,78,2971.6666666666665,347685,MatureLowIncome
